lexeme.id,lexeme.entrada,lexeme.sinal,lexeme.lematizacao,lexeme.desambiguacao,lexeme.sinonimos,lexeme.exemplo_uso,lexeme.glosa,lexeme.video_sinal,lexeme.video_exemplo,lexeme.link_sinal,lexeme.link_exemplo,lexeme.status,lexeme.observacao,lexeme.is_active,lexeme.created_on,lexeme.created_by,lexeme.modified_on,lexeme.modified_by
447,,CORAGEM.1,,,,MINHA AMIGA TEM CORAGEM DE SALTAR NA ÁGUA,MINHA AMIGA EL@ CORAGEM.1 CL:CAMINHAR_SALTAR ÁGUA MAR ,,,https://drive.google.com/file/d/13_Hzrmh__mId8-Ob_KXujbGnZwM4KqHN/view?usp=share_link,https://drive.google.com/file/d/10Rbd_uDdfJKas2H8716NWMpPdYSfsWEL/view?usp=share_link,OK,,,,,,
448,,CORAGEM.2,,,,PERGUNTEI PRO MEU AMIGO SE ELE TEM CORAGEM DE PEDIR DINHEIRO EMPRESTADO,EL@ MEU AMIG@ EU PERGUNTAR_EL@ CORAGEM.2 PEDIR DINHEIRO EMPRESTAR?,,,https://drive.google.com/file/d/1gF4IERSyUBzL8g4_CSJcMixxMmoeQHTA/view?usp=share_link,https://drive.google.com/file/d/1UiEhtCIc5Odcc3SKVs-NKAps0vgB8VlA/view?usp=share_link,OK,,,,,,
449,,CORPO.1,,,,"HOJE EU FUI NO MÉDICO, PORQUE ESTOU COM DOR DE CORPO",HOJE EU IR MÉDIC@ PORQUE EU DOR CORPO.1,,,https://drive.google.com/file/d/1fXjvt3Eb6LV5rHT-YQ9P-IkdyOLrlg6F/view?usp=share_link,https://drive.google.com/file/d/15xQjIsHpql9tG1U4O4UigBFMp1w4viNS/view?usp=share_link,OK,,,,,,
450,,CORPO.2,,,,"MEU PRIMO ESTÁ INDO TREINAR, ELE ESTÁ CUIDANDO DO CORPO DELE",MEU PRIMO IR EXERCITAR EL@ CUIDAR CORPO.2 DEL@,,,https://drive.google.com/file/d/1p0Y1YMp_JLk23rzCz-TLAIaZeQRxkVTG/view?usp=share_link,https://drive.google.com/file/d/1EMij5rnPC-ODcs6FWgeTxcI4A2UZx1O9/view?usp=share_link,OK,,,,,,
451,,CORREDOR,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
452,,CORRER.1,,,,VOU CORRER HOJE A NOITE,HOJE NOITE EU IR CORRER.1,,,https://drive.google.com/file/d/1F6CnXv1qRTHw3pLh79b0NMV00k5B1glZ/view?usp=share_link,https://drive.google.com/file/d/1KvyQUS0UOfBF2svVv8IWfdshY1RWnPd4/view?usp=share_link,OK,,,,,,
453,,CORRER.2,,,,"HOJE EU QUASE PERDI O ÔNIBUS, TIVE QUE CORRER",HOJE EU CORRER.2 QUASE PERDER ÔNIBUS,,,https://drive.google.com/file/d/1Wi2alCW3n-IIlZxJtxkif4krcSLSPIB4/view?usp=share_link,https://drive.google.com/file/d/1i1ZZRGoLgr9NMP9fAt0wqWFCjnRg52TJ/view?usp=share_link,OK,,,,,,
454,,CORRER.3,,,,ONTEM EU VI MEU AMIGO CORRER,ONTEM EU VI MEU AMIG@ CORRER.3,,,https://drive.google.com/file/d/1tCpVoIQ0TSdqMD281IlHdjumDy5mi0oX/view?usp=share_link,https://drive.google.com/file/d/1XK4WW0IFQnlKwUWRtwEnAs-4pgc1tMwG/view?usp=share_link,OK,,,,,,
455,,CORRER.4,,,,FUI CORRENDO E CONSEGUI CHEGAR A TEMPO NA ESCOLA,CORRER.4 CHEGAR ESCOLA HORA CERT@,,,https://drive.google.com/file/d/1DpsYbSOSFHAtLmg2ZpIhiGj1mYWGkeXo/view?usp=share_link,https://drive.google.com/file/d/1cAKIgNliE96zAk_xTGpZQW43_i48EQ9e/view?usp=share_link,OK,,,,,,
456,,CORRESPONDER,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
457,,CORRET@,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
458,,CORRIGIR.1,,,,,ENEM VER CORRIGIR.1 SOMAR,,,https://drive.google.com/file/d/1O5PW-f1zdJ77GhvOTYnIilUGikBUyVSA/view?usp=share_link,https://drive.google.com/file/d/1sh25jAtKwpZ4h8aat8SRBxnE2AzRMQGA/view?usp=share_link,OK,,,,,,
459,,CORRIGIR.2,,,,ESTOU CORRIGINDO A REDAÇÃO QUE O ALUNO ME ENTREGOU,ALUN@ DAR_ME REDAÇÃO EU CORRIGIR.2,,,https://drive.google.com/file/d/1CJaNEumHAhThYKtor8RfLLlsZqNnkyC-/view?usp=share_link,https://drive.google.com/file/d/1zLE48hGiFv09opHHUAr-At4CJSNXikrZ/view?usp=share_link,OK,,,,,,
460,,CORRIGIR.3,,,,EU PEDI INTREPRETE CORRIGIR O PORTUGUÊS DO TEXTO,EU PEDIR EL@ INTERPRETE CORRIGIR.3 TEXTO PORTUGUÊS,,,https://drive.google.com/file/d/1uA29gJWPBbdlZPaD14iO8i7zA3t8PBfK/view?usp=share_link,https://drive.google.com/file/d/1BgzpdpA1jL3NB3Umfq3pQQL_i3a-s1XT/view?usp=share_link,OK,,,,,,
461,,CORTAR.1,,,,MINHA PRIMA ESTAVA COM CABELO BEM COMPRIDO E FOI CORTAR O CABELO,MINHA PRIMA CL:CABELO_COMPRIDO IR CORTAR.1,,,https://drive.google.com/file/d/1N7B0IrHJhXsVWJEXUi8x-55h0N64Wp1N/view?usp=share_link,https://drive.google.com/file/d/1tOSwzytSXR8mH9zVtGeDVLT4loYG0-Jo/view?usp=share_link,OK,,,,,,
462,,CORTAR.2,,,,HOJE EU CORTEI A CARNE PARA ALMOÇO,HOJE ALMOÇO EU CORTAR.2 CARNE,,,https://drive.google.com/file/d/1792kD8-wnwWaxhO5oymWXm6DayEPxW2r/view?usp=share_link,https://drive.google.com/file/d/1l93tHp_Egem2g0GPLcGklUi_nbi6sowe/view?usp=share_link,OK,,,,,,
463,,CORTAR.3,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
464,,COSTURAR.1,,,,"NA MINHA CASA TEM UM PIJAMA RASGADO, PRECISO COSTURAR",MINHA CASA TER UM@ PIJAMA RASGAR EU PRECISAR COSTURAR.1,,,https://drive.google.com/file/d/1EhluSESwDtWFmLvAPmOW7EZ5Shxg6Cd_/view?usp=share_link,https://drive.google.com/file/d/1lhiFzaZR66kc2ObhcsG6oZIwlOkgtUPv/view?usp=share_link,VERIFICAR,,,,,,
465,,COSTURAR.2,,,,"MINHA FILHA CAIU E BATEU A CABEÇA, PRECISOU LEVAR 7 PONTOS",MINHA FILHA CAIR CL:BATER_CABEÇA 7 COSTURAR.2,,,https://drive.google.com/file/d/1xC2g2t1opU3msFwEeQym9c16U9RgKyYZ/view?usp=share_link,https://drive.google.com/file/d/11riLltSSns8GgM3cav5Vy01RDVTwnM3t/view?usp=share_link,VERIFICAR,,,,,,
466,,COZINHAR,,,,PEDI MINHA ESPOSA DESCANSAR QUE EU IREI COZINHAR,MINHA ESPOSA DEIXAR DESCANSAR EU IR COZINHAR,,,https://drive.google.com/file/d/1aOQkWm-Y_GPYfOAYcT8zaNjiLRj6WyZZ/view?usp=share_link,https://drive.google.com/file/d/1u3lx1nYnPlfd3JbNGh-UBfOKlfx1GGTE/view?usp=share_link,OK,,,,,,
467,,COZINHA,,,,"MEU CELULAR ESTÁ NA COZINHA, VOCÊ PODE BUSCAR?",CHAMAR_PESSOA MEU CELULAR LÁ LUGAR COZINHA PODER PEGAR?,,,https://drive.google.com/file/d/1aOQkWm-Y_GPYfOAYcT8zaNjiLRj6WyZZ/view?usp=share_link,https://drive.google.com/file/d/1jdMqe1lDZtGEMd7GavEUBwDFig99_lbv/view?usp=share_link,OK,,,,,,
468,,CRESCER.1,,,,AGORA MEU FILHO JÁ CRESCEU,AGORA MEU FILH@ JÁ CRESCER.1,,,https://drive.google.com/file/d/1RyERy6Ld_748y2KvwSHqaLxDdaAJK4HZ/view?usp=share_link,https://drive.google.com/file/d/15MM-jAzRKBrOXdosR2F8BIHKR1WBWklV/view?usp=share_link,OK,,,,,,
469,,CRESCER.2,,,,ESSA EMPRESA CRESCEU,ESS@ EMPRESA EL@ CRESCER.2,,,https://drive.google.com/file/d/1ia3qtYJZdGfUSq72LCNKoW_mXc-woiQm/view?usp=share_link,https://drive.google.com/file/d/1WfWY6nhtp3g4-t1VCWn6Q2x2JMLS0dJ6/view?usp=share_link,OK,,,,,,
470,,CRESCER.3,,,,ESTÁ CRESCENDO SÓCIOS DA ASSOCIAÇÃO EM PELOTAS,AQUI PELOTAS TER ASSOCIAÇÃO SÓCI@ CRESCER.3,,,https://drive.google.com/file/d/1pc8rEZIDQ6zM_UBQrVAMbPLw7LlVVRmI/view?usp=share_link,https://drive.google.com/file/d/1y6PkHaz5gWyEUXdwypqH1QOLMPdHgnV0/view?usp=share_link,OK,,,,,,
471,,CRESCER.4,,,,PERCEBI QUE O MEU GATO CRESCEU RÁPIDO,EU VER MEU GATO CRESCER.4,,,GRAVAR,https://drive.google.com/file/d/1pjTsPX2QLeOfwV-IPIJ5l54EcZXncD-l/view?usp=share_link,H,,,,,,
472,,CRIANÇA.1,,,,"O QUARTO DA MINHA AMIGA É BAGUNÇADO, QUE CRIANÇA ELA É",MINHA AMIGA EL@ BAGUNÇAR QUARTO SINAL CRIANÇA.1,,,https://drive.google.com/file/d/1rON9z_1U9duZbJNo8S5u6c5iFzWRQxId/view?usp=share_link,https://drive.google.com/file/d/1Y23uTX62LYI1YBBvr_JcjAEc5jNuKbDn/view?usp=share_link,OK,,,,,,
473,,CRIANÇA.2,,,,AQUELE PARQUE É SÓ PARA CRIANÇAS,LÁ LUGAR TER PARQUE SÓ PODE CRIANÇA.2 ENTRAR,,,https://drive.google.com/file/d/1A5CAWRVSIoPM7h7Ke5LZZ_Ww0GNvLWmn/view?usp=share_link,https://drive.google.com/file/d/1dvRjX04StLga8xYIvc28vTPGezq_wl-u/view?usp=share_link,OK,,,,,,
474,,INFANTIL,,,,MORO AO LADO DA ESCOLA DE INFANTIL,MINHA CASA LADO TER ESCOLA SÓ EDUCAÇÃO INFANTIL,,,https://drive.google.com/file/d/13q7CoISB3Qd1UXvbDkY242Qy_-kenMVB/view?usp=share_link,https://drive.google.com/file/d/1hjW22ua3U5R7NkR-G2F_M9UtU08rsHHJ/view?usp=share_link,OK,,,,,,
475,,CRIAR,,,,EU CRIEI UM APLICATIVO DE ENSINO EM LIBRAS PARA ENSINAR PESSOAS OUVINTES,EU CRIAR APP ENSINAR LIBRAS PESSOAS OUVINTE,,,https://drive.google.com/file/d/1r0sO1xaZad2S9fcC9PxHbuj4fLHDJCY-/view?usp=share_link,https://drive.google.com/file/d/19IpQGZMctLmShsjB3dQAVLDdaMNxTkql/view?usp=share_link,OK,,,,,,
476,,CRIATIVIDADE.1,,,,PRECISO DE CRIATIVIDADE PARA ME AJUDAR A ORGANIZAR UMA FESTA DE CASAMENTO,EU PRECISAR AJUDAR_ME CRIATIVIDADE.1 ORGANIZAR FESTA CASAMENTO,,,https://drive.google.com/file/d/1YEBXkejcrN86djBf4kwQGwMHYkr5YUJY/view?usp=share_link,https://drive.google.com/file/d/1iv1wmlY3DtVDkbWCY7hjsYWKrdno-3Kj/view?usp=share_link,OK,,,,,,
477,,CRIATIVIDADE.2,,,,ANTEONTEM EU INVENTEI DE DESENHAR COM AS CORES DIFERENTES,ANTEONTEM EU CRIATIVIDADE.2 COLOCAR DESENHAR COR DIFERENTE,,,https://drive.google.com/file/d/1dNPN5hFT8zMsrlHjorJZ1r6gJM_Rvmzx/view?usp=share_link,https://drive.google.com/file/d/1o72CGPEAZnF5Kd_Y9Rwzftwu188zKcZP/view?usp=share_link,OK,,,,,,
478,,CUIDAR.1,,,,"MEU CACHORRO ESTÁ DOENTE, EU ESTOU CUIDANDO ELE",MEU CACHORRO EL@ DOENTE EU CUIDAR.1,,,https://drive.google.com/file/d/1DnS69eqd0q1IIxWPOIdm0zkPbTejfD4g/view?usp=share_link,https://drive.google.com/file/d/1zRRILQuN6c_3hpSWdIAEj7aA3i211xXL/view?usp=share_link,OK,,,,,,
479,,CUIDAR.2,,,,EU CRIO E CUIDO MEU FILHO,MEU FILH@ EU CUIDAR.2 CRESCER,,,https://drive.google.com/file/d/1T4wmSg9lad9ukqMGX-kH6v8gwjGHruSC/view?usp=share_link,https://drive.google.com/file/d/1jqKoEmw9Zixy9BfIKvWrLqHbHiYZ9ynf/view?usp=share_link,OK,,,,,,
480,,CUIDAR.3,,,,MEU FILHO VAI PRA RUA E EU AVISEI ELE POR FAVOR TOMAR CUIDADO NAS RUAS QUE ESTÁ PERIGOSO,MEU FILHO EL@ IR RUA EU AVISAR POR_FAVOR CUIDAR.3 RUA PERIGO,,,https://drive.google.com/file/d/1ljQj7lMb83u_fYb3vMVxPfT62Gmj0faA/view?usp=share_link,https://drive.google.com/file/d/1eSm1TeCXVCedSu_CbqjA2DO1n09o-exb/view?usp=share_link,OK,,,,,,
481,,CUIDAR_L@S,,,,"NA FAZENDA DO MEU PAI TEM 4 BOIS/VACAS, EU CUIDO DELES",LÁ FAZENDA MEU PAI TER 4 BOI/VACA EU IR EU CUIDAR_L@S,,,GRAVAR,https://drive.google.com/file/d/1RsE8mTzbEgxP7ieV7rZiHDRVNNN0Wyoh/view?usp=share_link,H,,,,,,
482,,CUIDAR_ME,,,,"ESTOU VELH@, POR FAVOR ALGUÉM ME CUIDE",EU VELH@ POR_FAVOR CUIDAR_ME,,,GRAVAR,https://drive.google.com/file/d/1zSwz54vdeX3gDRqrXp3mv7LzMx65jTuX/view?usp=share_link,OK,,,,,,
483,,CULPA.1,,,,"QUERIA PEDIR DESCULPA POR TER QUEBRADO UM COPO DE VIDRO, A CULPA FOI MINHA",PEDIR DESCULPA COPO VIDRO CL:CAIR CULPA.1 MINHA DESCULPA,,,https://drive.google.com/file/d/1gxW18fF1Y_Ewlzug-JMML5F_g1uHpAmS/view?usp=share_link,https://drive.google.com/file/d/1IzEOfw68t70Ecng1uyEyoE5f1EWMNNQ_/view?usp=share_link,OK,,,,,,
484,,CULPA.2,,,,DOIS MENINOS PEQUENOS BRIGANDO E APONTANDO A CULPA UM DO OUTRO,DOIS MENINO PEQUENOS BRIGAR CL:APONTAR_EL@ CULPA.2 CL:APONTAR_EL@ CULPA.2,,,https://drive.google.com/file/d/1CwA0ybk5iNeuyXFPmmBYT6gTkQ1kJpB-/view?usp=share_link,https://drive.google.com/file/d/10vQwtMpH65YI6X_l_VWFnFhbgcr0Wnaw/view?usp=share_link,OK,,,,,,
485,,CULPA.3,,,,O JUÍZ DECLAROU UMA PESSOA CULPADA,CL:MESA JUÍZ CL:BATER_MARTELO SENTAR EL@ CULPA.3,,,https://drive.google.com/file/d/1ZIuOwVfJGAy1zlDoumOlRuE-Ii5a7du0/view?usp=share_link,https://drive.google.com/file/d/11RRv2uXx0ep8UevftPQMp5SZVHLMREKj/view?usp=share_link,OK,,,,,,
486,,CULPA.4,,,,"EU EMPRESTEI MINHA CHAPINHA PARA MINHA PRIMA E ELA QUEBROU, CULPA DELA",EU EMPRESTAR CHAPINHA MINHA PRIMA EL@ QUEBRAR CULPA.4 EL@,,,https://drive.google.com/file/d/1KCDAvc3L28PGooY-Y2d4lpAtqRE3G7go/view?usp=share_link,https://drive.google.com/file/d/1FcXUnLHRFtyVsCgR_X6rou2CfW_HubRc/view?usp=share_link,OK,,,,,,
487,,CULTURA.1,,,,"TEM UM LIVRO QUE DIZ QUE OS SURDOS COLOCAM COMIDA DE PRATO CHEIO, QUE É CULTURA DOS SURDOS, MAS OUVINTES TAMBÉM COLOCAM COMIDA DE PRATO CHEIO",TER LIVRO FALAR SURD@ CULTURA.1 ASSIM COMIDA CL:PRATO_CHEIO MAS OUVINTE TAMBÉM COMIDA CL:PRATO_CHEIO,,,https://drive.google.com/file/d/1KZwxCnt-vkb5U8COkULkhwW0DAP-JGZ3/view?usp=share_link,https://drive.google.com/file/d/1cF4NRYuocI8HClIoMKrYlurlho_dundF/view?usp=share_link,OK,,,,,,
488,,CULTURA.2,,,,"OS SURDOS FICAM CONVERSANDO O DIA TODO, É CULTURA SURDA",CULTURA.2 SURD@ CONVERSAR DIA_TODO,,,https://drive.google.com/file/d/1ymYyTafYAkBtD8WLd6xqLvE4G-_uIHda/view?usp=share_link,https://drive.google.com/file/d/1kQzICYTalaXezst0s_kviZMQ8Spif-8P/view?usp=share_link,OK,,,,,,
489,,CULTURA.3,,,,SABE QUAL A CULTURA DO RIO GRANDE DO SUL? O CHIMARRÃO,AQUI ESTADO RIO_GRANDE_DO_SUL CULTURA.3 O_QUE? CHIMARRÃO,,,https://drive.google.com/file/d/1IYp5PfQtCGuySbKMF7MwIAPKrS9ht5A5/view?usp=share_link,https://drive.google.com/file/d/1VZGmZI-_GUr_gNmTzCG0LJaSaqm8Oc67/view?usp=share_link,OK,,,,,,
490,,CULTURA.4,,,,A CULTURA DO URUGUAI É FRITAR CARNE,CULTURA.4 URUGUAI CARNE FRITAR,,,https://drive.google.com/file/d/1su4A1Z9TG6LIBMCDTYy5Lku7gjW7-s8V/view?usp=share_link,https://drive.google.com/file/d/1v44kkAzOpHAoGhIeSYFGPzk8JztbXv_b/view?usp=share_link,OK,,,,,,
491,,CULTURA.5,,,,COMIDA FRUTOS DO MAR É CULTURA DO NORDESTE,CULTURA.5 NORDESTE GRUPO COMIDA PEIXE DIVERS@,,,https://drive.google.com/file/d/1nTMtwdKxbhUQFiuakBaxSGB9U3caoR9o/view?usp=share_link,https://drive.google.com/file/d/1WuFpF5LAv44QnQxM2cv71mGdEl-mI8W6/view?usp=share_link,OK,,,,,,
492,,CUMPRIR,,,,"EU FUMAVA A MUITOS ANOS, ESSE ANO EU FIZ UMA PROMESSA DE PARAR DE FUMAR E CONSEGUI CUMPRIR",EU MUITOS_ANOS FUMAR ESS@ ANO EU TENTAR PROMETER CONSEGUIR CUMPRIR PARAR FUMAR,,,https://drive.google.com/file/d/1mkMKXzZdndqjL_4eEIqImJ_NSejDjbTh/view?usp=share_link,https://drive.google.com/file/d/1I4PRvZqkVIfNujWP41aC3x3fayeGACg6/view?usp=share_link,OK,,,,,,
493,,CUIROS@.1,,,,"EU VI MEUS AMIGOS FOFOCANDO, FIQUEI CURIOSO",EU VI MEU AMIG@ FOFOCAR EU CURIOS@.1,,,https://drive.google.com/file/d/1Fr9o8psEIRH5dJs-H4JLdAspkKUf_Ulu/view?usp=share_link,https://drive.google.com/file/d/1OzRX2cjUZ8ADLrOgsO5DrLgF6kqEhNpu/view?usp=share_link,OK,,,,,,
494,,CURIOS@.2,,,,FUI NO CURSO DE LIBRAS E FIQUEI CURIOS@.2,EU SENTAR CURSO LIBRAS EU CURIOS@.2,,,https://drive.google.com/file/d/190P88J-dOIeyk3_IxnTmLa-tmdolnIGX/view?usp=share_link,https://drive.google.com/file/d/1nZQH4YibyKPvvVonsShXg8N87uD9GOCx/view?usp=share_link,OK,,,,,,
495,,CURIOS@.3,,,,A MINHA FILHA SURDA É MUITO CURIOSA EM TUDO,MINHA FILHA EL@ SURD@ EL@ CURIOS@.3 TUDO,,,https://drive.google.com/file/d/1uWChfhN7-0Bu0Ag1u_xVjYGM7y1RVTwE/view?usp=share_link,https://drive.google.com/file/d/1frDgYt4uVxVibZujMbfr9pr7DYG147RQ/view?usp=share_link,OK,,,,,,
496,,CURRÍCULO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
497,,CURTO.1,,,,PRECISA CORTAR O VÍDEO PARA O VÍDEO FICAR CURTO,VÍDEO PRECISAR CORTAR CURTO.1,,,https://drive.google.com/file/d/1nrwNC58Nz8I3Ytqk2uDqiwJM5Pd61HEY/view?usp=share_link,https://drive.google.com/file/d/1W1F4VUL3Mh8S058Q5HFFvlao9zoJlzjI/view?usp=share_link,OK,,,,,,
498,,CURTO.2,,,,"ANTES MINHA PRIMA TINHA UNHAS GRANDES, MAS ELA ROEU E AGORA AS UNHAS FICARAM CURTAS",MINHA PRIMA ANTES UNHA GRANDE ROER UNHA CURTO.2 PEQUEN@,,,https://drive.google.com/file/d/1RTTe4fg6xCFu4lOFWfO9ZFbtIHKYowcC/view?usp=share_link,https://drive.google.com/file/d/1B-BpXJ5vkJ0CwGbdb0yialD2S39SoQf3/view?usp=share_link,OK,,,,,,
499,,CURTO.3,,,,"EU COMPREI UMA BLUSA PELA INTERNET, QUANDO CHEGOU A ENCOMENDA, FUI VESTIR A BLUSA MAS FICOU CURTA",ESS@ INTERNET EU COMPRAR ROUPA ENTREGAR CURTO.3,,,GRAVAR,https://drive.google.com/file/d/1sLObrtdSoMqMy_sl2wB2tdSXhtiFDZiv/view?usp=share_link,H,,,,,,
500,,DANÇAR.1,,,,"AMANHÃ VAI TER AULA DE DANÇA, VENHAM",AMANHÃ NOITE TER AULA DANÇAR.1 VEM,,,https://drive.google.com/file/d/189lE9MecZV6qqrdKgz1UOvK26uNmyI6e/view?usp=share_link,https://drive.google.com/file/d/1iay3A9lyJdx9FXM6lGuUt5w2462wyEk4/view?usp=share_link,OK,,,,,,
501,,DANÇAR.2,,,,"JÁ FAZ MUITOS ANOS QUE MEUS PAIS AINDA DANÇAM, QUE BONITINHOS",MINHA MÃE MEU PAI MUITOS_ANOS DANÇAR.2 BONIT@,,,https://drive.google.com/file/d/1BCNnj8-W8Ue6Aw7rfhqJaCZelI3boq1u/view?usp=share_link,https://drive.google.com/file/d/1HCSXEcxvnp64ilzk7gQHODrZjGdIQDGl/view?usp=share_link,OK,,,,,,
502,,DAR.1,,,,"A SUA CARTA ESTÁ NA MINHA CASA, DEPOIS EU TE DOU",SUA CARTA LÁ MINHA CASA DEPOIS EU DAR.1,,,https://drive.google.com/file/d/1cz0UTjwt1_tcPzaveh-NKgaksB3HB7B9/view?usp=share_link,https://drive.google.com/file/d/1N46otJMJi9nAhKu7qcY-2iO4TZGUvJeM/view?usp=share_link,OK,,,,,,
503,,DAR.2,,,,"EU TENHO UMA BLUSA PARA TE DAR, POIS ELA NÃO ME SERVIU",EU TER BLUSA APERTAR EU DAR.2,,,https://drive.google.com/file/d/1snEVK7u7c32q23pK0fYVuhDSQImMOrsa/view?usp=share_link,https://drive.google.com/file/d/1LEp8THDAkR1A1ziSX0ko3qTQ2stN_d46/view?usp=share_link,OK,,,,,,
504,,DAR.3,,,,"POR FAVOR DÊ A BOLA PRA EL@, POIS É DEL@",CHAMAR_PESSOA BOLA DEL@ POR_FAVOR DAR.3,,,https://drive.google.com/file/d/1whcicQY0CM7JO6RaMBdRDN1NHMv--iPq/view?usp=share_link,https://drive.google.com/file/d/1ayFR3KlGtjfb9XbRKwxy2zO2zdN5fbSV/view?usp=share_link,OK,,,,,,
505,,DAR_DISTRIBUTIVO,,,,"EU TROUXE BOMBONS, EU DISTRIBUI PARA PESSOAS",EU TRAZER BOMBOM EU DAR_DISTRIBUTIVO,,,https://drive.google.com/file/d/1qBBY67pQ8PdpAI6tfTZGcLsxFDGvsRkB/view?usp=share_link,https://drive.google.com/file/d/1wvgAdsCazmxQ4g03EUKLmsiar757iQjy/view?usp=share_link,OK,,,,,,
506,,DAR_ME.1,,,,ME DÊ A PROVA,TER PROVA DAR_ME.1,,,https://drive.google.com/file/d/17J71NPwMmXnTWvX9L6bLgNqSbpJ923Fh/view?usp=share_link,https://drive.google.com/file/d/1jxg385itGhwrO44hiOsZEE7BlKfuWcRu/view?usp=share_link,OK,,,,,,
507,,DAR_ME.2,,,,EU PEDI UM FAVOR PROS MEUS PAIS ME DAR UM CELULAR,EU PEDIR POR_FAVOR MÃE PAI DAR_ME.2 CELULAR,,,https://drive.google.com/file/d/1Rh5wTpi7L-g7u-UPrH-L1HXE_2pgjUgU/view?usp=share_link,https://drive.google.com/file/d/1Oh4zMYUSCu50a--7-Oc8A_BMYDOymxsG/view?usp=share_link,OK,,,,,,
508,,DESAFIO,,,,SEMANA QUE VEM VAI TER DESAFIO DE CORRIDA,SEMANA VEM TER DESAFIO CORRER,,,https://drive.google.com/file/d/1f1MF821II3-AeJ087ystObSpZARMxMfk/view?usp=share_link,https://drive.google.com/file/d/1Qk27ycPBtFXB8o1vog-oWnz5ZxjaGH6k/view?usp=share_link,OK,,,,,,
509,,DESAFIAR,,,,EU TE DESAFIO A SUBIR EM ÁRVORE,EU DESAFIAR VOCÊ PRECISAR ÁRVORE CL:SUBIR,,,https://drive.google.com/file/d/1RKybUx8fkj5gUoHVJWJ_GDKzgqQicE5a/view?usp=share_link,https://drive.google.com/file/d/1zcuC0Uhb4jrNwfjSZppurEY1pa8Z6Zl6/view?usp=share_link,OK,,,,,,
510,,DESAFIAR_ME,,,,"QUE AULA DIFÍCIL, FOI UM DESAFIO PRA MIM",ESS@ AULA DIFÍCIL DESAFIAR_ME,,,https://drive.google.com/file/d/1IqjAJTh4DwQGfrcn-dHnjgvNg4fO9jJF/view?usp=share_link,https://drive.google.com/file/d/1YEPGZv3s9rlS_5rbDmipsfmUu8xJds6J/view?usp=share_link,OK,,,,,,
511,,DECIDIR.1,,,,O MEU PRIMO DECIDIU LARGAR O EMPREGO,MEU PRIMO EL@ DECIDIR.1 LARGAR EMPREGO,,,https://drive.google.com/file/d/1XhlhNdyjrxnQRITLcULasIZIvAiUuv9i/view?usp=share_link,https://drive.google.com/file/d/1TjxSlTO_Xu2y4uS0hxOUhUHCEtI1A1QR/view?usp=share_link,OK,,,,,,
512,,DECIDIR.2,,,,EU DECIDI QUE VOU PARA ACADEMIA,EU DECIDIR.2 INSCREVER EU IR ACADEMIA ,,,https://drive.google.com/file/d/1Fw3TQjjjS5eW2mNPX6n8Ug5153hRsDr0/view?usp=share_link,https://drive.google.com/file/d/14ymWh8ho-6ACL9ubnVzSM-Oxo1iQhxXh/view?usp=share_link,OK,,,,,,
513,,DECLARAÇÃO,,,,,,,,GRAVAR,GRAVAR,H I ,,,,,,
514,,DECORAR.1,,,,EU ORGANIZEI A DECORAÇÃO DA FESTA DE 15 ANOS DA MINHA AMIGA,EU ARRUMAR DECORAR.1 FESTA 15 MEU AMIG@,,,https://drive.google.com/file/d/1BidhUy-Bk195pky_GUTDbWqguDBAg0yv/view?usp=share_link,https://drive.google.com/file/d/1H5pMN78lB1fyQr9FlFXeCUjDDwRLh3N2/view?usp=share_link,OK,,,,,,
515,,DECORAR.2,,,,AVISEI MEU AMIGO QUE ELE PRECISA DECORAR AS FALAS QUE AMANHÃ TERÁ A APRESENTAÇÃO DE TEATRO,CHAMAR MEU AMIG@ VOCÊ PRECISAR LIBRAS DECORAR.2 AMANHÃ TER APRESENTAR TEATRO,,,https://drive.google.com/file/d/15yLCUIcns_pxlBz4L1HHwu1UEAbuOK96/view?usp=share_link,https://drive.google.com/file/d/1yp6Ixa-eBKdhrMZOeJ-HIFajl6Ya9cTq/view?usp=share_link,OK,,,,,,
516,,DECORAR.3,,,,EU ESTOU LENDO E DECORANDO POIS A PROVA DO ENEM SERÁ NA SEMANA QUE VEM,EU LER DECORAR.3 SEMANA VEM TER ENEM,,,https://drive.google.com/file/d/1UKuPPdww6DRp79eMQaVPH3F5wrliHDmR/view?usp=share_link,https://drive.google.com/file/d/1jKcMIbyEiCnS0kq64Cv8aWZdqjPf0_v2/view?usp=share_link,OK,,,,,,
517,,DECORAR.4,,,,ESTOU ESTUDANDO E DECORANDO PRA PROVA AMANHÃ,EU ESTUDAR DECORAR.4 AMANHÃ TER PROVA ,,,https://drive.google.com/file/d/1wQQ4eywXyH6PefNWFb9oz0j-i2bsx8nP/view?usp=share_link,https://drive.google.com/file/d/1rzyR6aM-2ooQuRErn7A75_QXIN0F8z_C/view?usp=share_link,OK,,,,,,
